Date,Close,High,Low,Open,Volume,VIX_Close
2015-01-02,24.192598342895508,24.659500349797334,23.75446219426633,24.648435649103693,212818400,17.790000915527344
2015-01-05,23.511058807373047,24.042132473375155,23.325183952802465,23.962471339063004,257142000,19.920000076293945
2015-01-06,23.51326560974121,23.77216338083341,23.152577326433928,23.57522387753393,263188400,21.1200008392334
2015-01-07,23.84298515319824,23.94256075000495,23.61063984299987,23.721280145334894,160423600,19.309999465942383
2015-01-08,24.759082794189453,24.816616214984087,24.05319723702365,24.17047735701492,237458000,17.010000228881836
2015-01-09,24.785633087158203,25.06002047662429,24.38732745064573,24.93167736172177,214798000,17.549999237060547
2015-01-12,24.17490005493164,24.92282770515885,24.07532448286044,24.916189558785653,198603200,19.600000381469727
2015-01-13,24.38954734802246,24.96045168588844,24.09967031003242,24.657296664253337,268367600,20.559999465942383
2015-01-14,24.296607971191406,24.449290420951467,24.00894254649171,24.12843426037142,195826400,21.479999542236328
2015-01-15,23.637189865112305,24.354138422379428,23.601785852626342,24.340862128726783,240056000,22.38999938964844
2015-01-16,23.453527450561523,23.80536443937961,23.278715595370205,23.683659448981608,314053200,20.950000762939453
2015-01-20,24.0576171875,24.112937314701487,23.566374187832995,23.86288925927953,199599600,19.88999938964844
2015-01-21,24.24128150939941,24.575413877251226,23.958041027221935,24.108511847532693,194303600,18.850000381469727
2015-01-22,24.871938705444336,24.88742827924712,24.278906655479844,24.39839837691712,215185600,16.399999618530273
2015-01-23,25.00027847290039,25.170663761693863,24.679420647171945,24.84980762420212,185859200,16.65999984741211
2015-01-26,25.026830673217773,25.30564464790185,24.960447519022203,25.168450094718995,222460000,15.520000457763672
2015-01-27,24.150554656982425,24.88963243614273,24.126213665893424,24.876354457580167,382274800,17.219999313354492
2015-01-28,25.5158634185791,26.13766300317951,25.5158634185791,26.02923430226332,585908400,20.440000534057617
2015-01-29,26.31025505065918,26.37442660620612,25.571177211115504,25.73935088467864,337745600,18.76000022888184
2015-01-30,25.92522621154785,26.553662070188867,25.85662810319913,26.19961358023362,334982000,20.96999931335449
2015-02-02,26.250518798828125,26.37001053374028,25.686254242464035,26.122177324948066,250956400,19.43000030517578
2015-02-03,26.254932403564453,26.352294678311385,26.024800474481754,26.22173998998051,207662800,17.329999923706055
2015-02-04,26.456302642822266,26.666520183230848,26.179701948787283,26.22174579451633,280598800,18.32999992370605
2015-02-05,26.645130157470703,26.709554969732874,26.49184347674695,26.66290117524369,168984800,16.850000381469727
2015-02-06,26.42075538635254,26.71399837767113,26.31412080091885,26.66290225040308,174826400,17.290000915527344
2015-02-09,26.596254348754883,26.622911721163728,26.30967573106641,26.33633479837431,155559200,18.549999237060547
2015-02-10,27.10721778869629,27.1360988800661,26.69401309924088,26.69623341788492,248034000,17.229999542236328
2015-02-11,27.742582321166992,27.75146868180397,27.213856575016383,27.27383739069104,294247200,16.959999084472656
2015-02-12,28.09357643127441,28.320174313577628,27.895859634991865,28.004714549879026,297898000,15.34000015258789
2015-02-13,28.2313175201416,28.27574762139696,27.913637380956622,28.27574762139696,217088800,14.6899995803833
2015-02-17,28.397933959960938,28.63119623716081,28.19577309373441,28.322400751240117,252609600,15.800000190734863
